category,sign,video_id,video_path,rel_path,n_frames,out_name,status,miss_left_raw,miss_right_raw,miss_left_fixed,miss_right_fixed
Home,28. Window,MVI_8768,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/28. Window/MVI_8768.MOV,Home/28. Window/MVI_8768.MOV,104,Home__28. Window__MVI_8768.npy,skipped,,,,
Home,28. Window,MVI_8769,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/28. Window/MVI_8769.MOV,Home/28. Window/MVI_8769.MOV,101,Home__28. Window__MVI_8769.npy,skipped,,,,
Home,28. Window,MVI_9013,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/28. Window/MVI_9013.MOV,Home/28. Window/MVI_9013.MOV,72,Home__28. Window__MVI_9013.npy,skipped,,,,
Home,28. Window,MVI_9014,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/28. Window/MVI_9014.MOV,Home/28. Window/MVI_9014.MOV,80,Home__28. Window__MVI_9014.npy,skipped,,,,
Home,28. Window,MVI_9015,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/28. Window/MVI_9015.MOV,Home/28. Window/MVI_9015.MOV,85,Home__28. Window__MVI_9015.npy,skipped,,,,
Home,29. Door,MVI_4366,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4366.MOV,Home/29. Door/MVI_4366.MOV,57,Home__29. Door__MVI_4366.npy,skipped,,,,
Home,29. Door,MVI_4367,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4367.MOV,Home/29. Door/MVI_4367.MOV,51,Home__29. Door__MVI_4367.npy,skipped,,,,
Home,29. Door,MVI_4368,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4368.MOV,Home/29. Door/MVI_4368.MOV,50,Home__29. Door__MVI_4368.npy,skipped,,,,
Home,29. Door,MVI_4369,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4369.MOV,Home/29. Door/MVI_4369.MOV,57,Home__29. Door__MVI_4369.npy,skipped,,,,
Home,29. Door,MVI_4884,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4884.MOV,Home/29. Door/MVI_4884.MOV,43,Home__29. Door__MVI_4884.npy,skipped,,,,
Home,29. Door,MVI_4885,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4885.MOV,Home/29. Door/MVI_4885.MOV,49,Home__29. Door__MVI_4885.npy,skipped,,,,
Home,29. Door,MVI_4886,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_4886.MOV,Home/29. Door/MVI_4886.MOV,50,Home__29. Door__MVI_4886.npy,skipped,,,,
Home,29. Door,MVI_8770,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_8770.MOV,Home/29. Door/MVI_8770.MOV,76,Home__29. Door__MVI_8770.npy,skipped,,,,
Home,29. Door,MVI_8771,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_8771.MOV,Home/29. Door/MVI_8771.MOV,89,Home__29. Door__MVI_8771.npy,skipped,,,,
Home,29. Door,MVI_8772,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_8772.MOV,Home/29. Door/MVI_8772.MOV,74,Home__29. Door__MVI_8772.npy,skipped,,,,
Home,29. Door,MVI_8773,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_8773.MOV,Home/29. Door/MVI_8773.MOV,68,Home__29. Door__MVI_8773.npy,skipped,,,,
Home,29. Door,MVI_9016,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_9016.MOV,Home/29. Door/MVI_9016.MOV,69,Home__29. Door__MVI_9016.npy,skipped,,,,
Home,29. Door,MVI_9017,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_9017.MOV,Home/29. Door/MVI_9017.MOV,69,Home__29. Door__MVI_9017.npy,skipped,,,,
Home,29. Door,MVI_9018,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/29. Door/MVI_9018.MOV,Home/29. Door/MVI_9018.MOV,75,Home__29. Door__MVI_9018.npy,skipped,,,,
Home,30. Bedroom,MVI_4370,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4370.MOV,Home/30. Bedroom/MVI_4370.MOV,83,Home__30. Bedroom__MVI_4370.npy,skipped,,,,
Home,30. Bedroom,MVI_4371,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4371.MOV,Home/30. Bedroom/MVI_4371.MOV,81,Home__30. Bedroom__MVI_4371.npy,skipped,,,,
Home,30. Bedroom,MVI_4372,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4372.MOV,Home/30. Bedroom/MVI_4372.MOV,94,Home__30. Bedroom__MVI_4372.npy,skipped,,,,
Home,30. Bedroom,MVI_4373,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4373.MOV,Home/30. Bedroom/MVI_4373.MOV,87,Home__30. Bedroom__MVI_4373.npy,skipped,,,,
Home,30. Bedroom,MVI_4887,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4887.MOV,Home/30. Bedroom/MVI_4887.MOV,72,Home__30. Bedroom__MVI_4887.npy,skipped,,,,
Home,30. Bedroom,MVI_4888,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4888.MOV,Home/30. Bedroom/MVI_4888.MOV,73,Home__30. Bedroom__MVI_4888.npy,skipped,,,,
Home,30. Bedroom,MVI_4896,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_4896.MOV,Home/30. Bedroom/MVI_4896.MOV,64,Home__30. Bedroom__MVI_4896.npy,skipped,,,,
Home,30. Bedroom,MVI_8774,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_8774.MOV,Home/30. Bedroom/MVI_8774.MOV,102,Home__30. Bedroom__MVI_8774.npy,skipped,,,,
Home,30. Bedroom,MVI_8775,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_8775.MOV,Home/30. Bedroom/MVI_8775.MOV,108,Home__30. Bedroom__MVI_8775.npy,skipped,,,,
Home,30. Bedroom,MVI_8776,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_8776.MOV,Home/30. Bedroom/MVI_8776.MOV,97,Home__30. Bedroom__MVI_8776.npy,skipped,,,,
Home,30. Bedroom,MVI_8777,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_8777.MOV,Home/30. Bedroom/MVI_8777.MOV,102,Home__30. Bedroom__MVI_8777.npy,skipped,,,,
Home,30. Bedroom,MVI_9019,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_9019.MOV,Home/30. Bedroom/MVI_9019.MOV,109,Home__30. Bedroom__MVI_9019.npy,skipped,,,,
Home,30. Bedroom,MVI_9020,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_9020.MOV,Home/30. Bedroom/MVI_9020.MOV,108,Home__30. Bedroom__MVI_9020.npy,skipped,,,,
Home,30. Bedroom,MVI_9021,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/30. Bedroom/MVI_9021.MOV,Home/30. Bedroom/MVI_9021.MOV,104,Home__30. Bedroom__MVI_9021.npy,skipped,,,,
Home,31. Kitchen,MVI_4374,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4374.MOV,Home/31. Kitchen/MVI_4374.MOV,62,Home__31. Kitchen__MVI_4374.npy,skipped,,,,
Home,31. Kitchen,MVI_4375,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4375.MOV,Home/31. Kitchen/MVI_4375.MOV,72,Home__31. Kitchen__MVI_4375.npy,skipped,,,,
Home,31. Kitchen,MVI_4376,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4376.MOV,Home/31. Kitchen/MVI_4376.MOV,68,Home__31. Kitchen__MVI_4376.npy,skipped,,,,
Home,31. Kitchen,MVI_4377,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4377.MOV,Home/31. Kitchen/MVI_4377.MOV,70,Home__31. Kitchen__MVI_4377.npy,skipped,,,,
Home,31. Kitchen,MVI_4897,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4897.MOV,Home/31. Kitchen/MVI_4897.MOV,61,Home__31. Kitchen__MVI_4897.npy,skipped,,,,
Home,31. Kitchen,MVI_4898,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4898.MOV,Home/31. Kitchen/MVI_4898.MOV,61,Home__31. Kitchen__MVI_4898.npy,skipped,,,,
Home,31. Kitchen,MVI_4899,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_4899.MOV,Home/31. Kitchen/MVI_4899.MOV,69,Home__31. Kitchen__MVI_4899.npy,skipped,,,,
Home,31. Kitchen,MVI_8778,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_8778.MOV,Home/31. Kitchen/MVI_8778.MOV,69,Home__31. Kitchen__MVI_8778.npy,skipped,,,,
Home,31. Kitchen,MVI_8779,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_8779.MOV,Home/31. Kitchen/MVI_8779.MOV,71,Home__31. Kitchen__MVI_8779.npy,skipped,,,,
Home,31. Kitchen,MVI_8780,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_8780.MOV,Home/31. Kitchen/MVI_8780.MOV,75,Home__31. Kitchen__MVI_8780.npy,skipped,,,,
Home,31. Kitchen,MVI_8781,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_8781.MOV,Home/31. Kitchen/MVI_8781.MOV,82,Home__31. Kitchen__MVI_8781.npy,skipped,,,,
Home,31. Kitchen,MVI_9022,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_9022.MOV,Home/31. Kitchen/MVI_9022.MOV,78,Home__31. Kitchen__MVI_9022.npy,skipped,,,,
Home,31. Kitchen,MVI_9023,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_9023.MOV,Home/31. Kitchen/MVI_9023.MOV,82,Home__31. Kitchen__MVI_9023.npy,skipped,,,,
Home,31. Kitchen,MVI_9024,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/31. Kitchen/MVI_9024.MOV,Home/31. Kitchen/MVI_9024.MOV,75,Home__31. Kitchen__MVI_9024.npy,skipped,,,,
Home,32. Bathroom,MVI_4378,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4378.MOV,Home/32. Bathroom/MVI_4378.MOV,60,Home__32. Bathroom__MVI_4378.npy,skipped,,,,
Home,32. Bathroom,MVI_4379,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4379.MOV,Home/32. Bathroom/MVI_4379.MOV,64,Home__32. Bathroom__MVI_4379.npy,skipped,,,,
Home,32. Bathroom,MVI_4380,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4380.MOV,Home/32. Bathroom/MVI_4380.MOV,57,Home__32. Bathroom__MVI_4380.npy,skipped,,,,
Home,32. Bathroom,MVI_4381,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4381.MOV,Home/32. Bathroom/MVI_4381.MOV,67,Home__32. Bathroom__MVI_4381.npy,skipped,,,,
Home,32. Bathroom,MVI_4900,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4900.MOV,Home/32. Bathroom/MVI_4900.MOV,64,Home__32. Bathroom__MVI_4900.npy,skipped,,,,
Home,32. Bathroom,MVI_4901,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4901.MOV,Home/32. Bathroom/MVI_4901.MOV,60,Home__32. Bathroom__MVI_4901.npy,skipped,,,,
Home,32. Bathroom,MVI_4902,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_4902.MOV,Home/32. Bathroom/MVI_4902.MOV,52,Home__32. Bathroom__MVI_4902.npy,skipped,,,,
Home,32. Bathroom,MVI_8782,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_8782.MOV,Home/32. Bathroom/MVI_8782.MOV,80,Home__32. Bathroom__MVI_8782.npy,skipped,,,,
Home,32. Bathroom,MVI_8783,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_8783.MOV,Home/32. Bathroom/MVI_8783.MOV,76,Home__32. Bathroom__MVI_8783.npy,skipped,,,,
Home,32. Bathroom,MVI_8784,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_8784.MOV,Home/32. Bathroom/MVI_8784.MOV,75,Home__32. Bathroom__MVI_8784.npy,skipped,,,,
Home,32. Bathroom,MVI_8785,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_8785.MOV,Home/32. Bathroom/MVI_8785.MOV,82,Home__32. Bathroom__MVI_8785.npy,skipped,,,,
Home,32. Bathroom,MVI_9025,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_9025.MOV,Home/32. Bathroom/MVI_9025.MOV,67,Home__32. Bathroom__MVI_9025.npy,skipped,,,,
Home,32. Bathroom,MVI_9026,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_9026.MOV,Home/32. Bathroom/MVI_9026.MOV,71,Home__32. Bathroom__MVI_9026.npy,skipped,,,,
Home,32. Bathroom,MVI_9027,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/32. Bathroom/MVI_9027.MOV,Home/32. Bathroom/MVI_9027.MOV,78,Home__32. Bathroom__MVI_9027.npy,skipped,,,,
Home,33. Pencil,MVI_4383,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4383.MOV,Home/33. Pencil/MVI_4383.MOV,65,Home__33. Pencil__MVI_4383.npy,skipped,,,,
Home,33. Pencil,MVI_4384,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4384.MOV,Home/33. Pencil/MVI_4384.MOV,54,Home__33. Pencil__MVI_4384.npy,skipped,,,,
Home,33. Pencil,MVI_4385,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4385.MOV,Home/33. Pencil/MVI_4385.MOV,52,Home__33. Pencil__MVI_4385.npy,skipped,,,,
Home,33. Pencil,MVI_4386,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4386.MOV,Home/33. Pencil/MVI_4386.MOV,53,Home__33. Pencil__MVI_4386.npy,skipped,,,,
Home,33. Pencil,MVI_4903,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4903.MOV,Home/33. Pencil/MVI_4903.MOV,52,Home__33. Pencil__MVI_4903.npy,skipped,,,,
Home,33. Pencil,MVI_4904,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4904.MOV,Home/33. Pencil/MVI_4904.MOV,53,Home__33. Pencil__MVI_4904.npy,skipped,,,,
Home,33. Pencil,MVI_4905,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_4905.MOV,Home/33. Pencil/MVI_4905.MOV,55,Home__33. Pencil__MVI_4905.npy,skipped,,,,
Home,33. Pencil,MVI_8786,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_8786.MOV,Home/33. Pencil/MVI_8786.MOV,66,Home__33. Pencil__MVI_8786.npy,skipped,,,,
Home,33. Pencil,MVI_8787,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_8787.MOV,Home/33. Pencil/MVI_8787.MOV,61,Home__33. Pencil__MVI_8787.npy,skipped,,,,
Home,33. Pencil,MVI_8788,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_8788.MOV,Home/33. Pencil/MVI_8788.MOV,59,Home__33. Pencil__MVI_8788.npy,skipped,,,,
Home,33. Pencil,MVI_8789,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_8789.MOV,Home/33. Pencil/MVI_8789.MOV,63,Home__33. Pencil__MVI_8789.npy,skipped,,,,
Home,33. Pencil,MVI_9029,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_9029.MOV,Home/33. Pencil/MVI_9029.MOV,63,Home__33. Pencil__MVI_9029.npy,skipped,,,,
Home,33. Pencil,MVI_9030,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_9030.MOV,Home/33. Pencil/MVI_9030.MOV,58,Home__33. Pencil__MVI_9030.npy,skipped,,,,
Home,33. Pencil,MVI_9031,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/33. Pencil/MVI_9031.MOV,Home/33. Pencil/MVI_9031.MOV,65,Home__33. Pencil__MVI_9031.npy,skipped,,,,
Home,34. Pen,MVI_4387,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4387.MOV,Home/34. Pen/MVI_4387.MOV,64,Home__34. Pen__MVI_4387.npy,skipped,,,,
Home,34. Pen,MVI_4388,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4388.MOV,Home/34. Pen/MVI_4388.MOV,53,Home__34. Pen__MVI_4388.npy,skipped,,,,
Home,34. Pen,MVI_4389,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4389.MOV,Home/34. Pen/MVI_4389.MOV,55,Home__34. Pen__MVI_4389.npy,skipped,,,,
Home,34. Pen,MVI_4390,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4390.MOV,Home/34. Pen/MVI_4390.MOV,57,Home__34. Pen__MVI_4390.npy,skipped,,,,
Home,34. Pen,MVI_4906,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4906.MOV,Home/34. Pen/MVI_4906.MOV,52,Home__34. Pen__MVI_4906.npy,skipped,,,,
Home,34. Pen,MVI_4907,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4907.MOV,Home/34. Pen/MVI_4907.MOV,48,Home__34. Pen__MVI_4907.npy,skipped,,,,
Home,34. Pen,MVI_4908,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_4908.MOV,Home/34. Pen/MVI_4908.MOV,58,Home__34. Pen__MVI_4908.npy,skipped,,,,
Home,34. Pen,MVI_8791,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_8791.MOV,Home/34. Pen/MVI_8791.MOV,57,Home__34. Pen__MVI_8791.npy,skipped,,,,
Home,34. Pen,MVI_8793,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_8793.MOV,Home/34. Pen/MVI_8793.MOV,69,Home__34. Pen__MVI_8793.npy,skipped,,,,
Home,34. Pen,MVI_8794,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_8794.MOV,Home/34. Pen/MVI_8794.MOV,63,Home__34. Pen__MVI_8794.npy,skipped,,,,
Home,34. Pen,MVI_8795,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_8795.MOV,Home/34. Pen/MVI_8795.MOV,62,Home__34. Pen__MVI_8795.npy,skipped,,,,
Home,34. Pen,MVI_9032,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_9032.MOV,Home/34. Pen/MVI_9032.MOV,63,Home__34. Pen__MVI_9032.npy,skipped,,,,
Home,34. Pen,MVI_9033,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_9033.MOV,Home/34. Pen/MVI_9033.MOV,68,Home__34. Pen__MVI_9033.npy,skipped,,,,
Home,34. Pen,MVI_9034,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/34. Pen/MVI_9034.MOV,Home/34. Pen/MVI_9034.MOV,59,Home__34. Pen__MVI_9034.npy,skipped,,,,
Home,35. Photograph,MVI_4391,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4391.MOV,Home/35. Photograph/MVI_4391.MOV,62,Home__35. Photograph__MVI_4391.npy,skipped,,,,
Home,35. Photograph,MVI_4392,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4392.MOV,Home/35. Photograph/MVI_4392.MOV,61,Home__35. Photograph__MVI_4392.npy,skipped,,,,
Home,35. Photograph,MVI_4393,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4393.MOV,Home/35. Photograph/MVI_4393.MOV,66,Home__35. Photograph__MVI_4393.npy,skipped,,,,
Home,35. Photograph,MVI_4394,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4394.MOV,Home/35. Photograph/MVI_4394.MOV,60,Home__35. Photograph__MVI_4394.npy,skipped,,,,
Home,35. Photograph,MVI_4909,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4909.MOV,Home/35. Photograph/MVI_4909.MOV,59,Home__35. Photograph__MVI_4909.npy,skipped,,,,
Home,35. Photograph,MVI_4910,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4910.MOV,Home/35. Photograph/MVI_4910.MOV,58,Home__35. Photograph__MVI_4910.npy,skipped,,,,
Home,35. Photograph,MVI_4911,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_4911.MOV,Home/35. Photograph/MVI_4911.MOV,60,Home__35. Photograph__MVI_4911.npy,skipped,,,,
Home,35. Photograph,MVI_8796,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_8796.MOV,Home/35. Photograph/MVI_8796.MOV,75,Home__35. Photograph__MVI_8796.npy,skipped,,,,
Home,35. Photograph,MVI_8797,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_8797.MOV,Home/35. Photograph/MVI_8797.MOV,82,Home__35. Photograph__MVI_8797.npy,skipped,,,,
Home,35. Photograph,MVI_8798,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_8798.MOV,Home/35. Photograph/MVI_8798.MOV,69,Home__35. Photograph__MVI_8798.npy,skipped,,,,
Home,35. Photograph,MVI_8799,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_8799.MOV,Home/35. Photograph/MVI_8799.MOV,75,Home__35. Photograph__MVI_8799.npy,skipped,,,,
Home,35. Photograph,MVI_9035,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_9035.MOV,Home/35. Photograph/MVI_9035.MOV,65,Home__35. Photograph__MVI_9035.npy,skipped,,,,
Home,35. Photograph,MVI_9036,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_9036.MOV,Home/35. Photograph/MVI_9036.MOV,72,Home__35. Photograph__MVI_9036.npy,skipped,,,,
Home,35. Photograph,MVI_9037,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/35. Photograph/MVI_9037.MOV,Home/35. Photograph/MVI_9037.MOV,73,Home__35. Photograph__MVI_9037.npy,skipped,,,,
Home,36. Soap,MVI_4395,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4395.MOV,Home/36. Soap/MVI_4395.MOV,51,Home__36. Soap__MVI_4395.npy,skipped,,,,
Home,36. Soap,MVI_4396,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4396.MOV,Home/36. Soap/MVI_4396.MOV,50,Home__36. Soap__MVI_4396.npy,skipped,,,,
Home,36. Soap,MVI_4397,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4397.MOV,Home/36. Soap/MVI_4397.MOV,54,Home__36. Soap__MVI_4397.npy,skipped,,,,
Home,36. Soap,MVI_4398,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4398.MOV,Home/36. Soap/MVI_4398.MOV,54,Home__36. Soap__MVI_4398.npy,skipped,,,,
Home,36. Soap,MVI_4912,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4912.MOV,Home/36. Soap/MVI_4912.MOV,55,Home__36. Soap__MVI_4912.npy,skipped,,,,
Home,36. Soap,MVI_4913,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4913.MOV,Home/36. Soap/MVI_4913.MOV,56,Home__36. Soap__MVI_4913.npy,skipped,,,,
Home,36. Soap,MVI_4914,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_4914.MOV,Home/36. Soap/MVI_4914.MOV,46,Home__36. Soap__MVI_4914.npy,skipped,,,,
Home,36. Soap,MVI_8800,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_8800.MOV,Home/36. Soap/MVI_8800.MOV,75,Home__36. Soap__MVI_8800.npy,skipped,,,,
Home,36. Soap,MVI_8801,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_8801.MOV,Home/36. Soap/MVI_8801.MOV,62,Home__36. Soap__MVI_8801.npy,skipped,,,,
Home,36. Soap,MVI_8802,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_8802.MOV,Home/36. Soap/MVI_8802.MOV,61,Home__36. Soap__MVI_8802.npy,skipped,,,,
Home,36. Soap,MVI_8803,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_8803.MOV,Home/36. Soap/MVI_8803.MOV,72,Home__36. Soap__MVI_8803.npy,skipped,,,,
Home,36. Soap,MVI_9038,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_9038.MOV,Home/36. Soap/MVI_9038.MOV,70,Home__36. Soap__MVI_9038.npy,skipped,,,,
Home,36. Soap,MVI_9039,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_9039.MOV,Home/36. Soap/MVI_9039.MOV,72,Home__36. Soap__MVI_9039.npy,skipped,,,,
Home,36. Soap,MVI_9040,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Home/36. Soap/MVI_9040.MOV,Home/36. Soap/MVI_9040.MOV,73,Home__36. Soap__MVI_9040.npy,skipped,,,,
